"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"111",-106.014898,-102.007551,-104.9081633,-100.114898,-106.4232653,-102.99,-106.4516327,-107.8483673,-95.77469388,-104.2057143,-99.33877551,-88.72122449,-95.62244898,-92.56020408,-96.85,-99.72861678,-84.92138322,-90.70185941,-90.79013605,-91.4468254,-97.31897959,-99.29653061,-99.25816327,-91.74204082,-101.5810204,-103.1869388,-100.9273469,-101.5110204,-94.99244898,-104.2546939,-103.08,-104.5778571,-105.9121429,-97.09571429,-107.4814286,NA,NA,NA,NA,NA
"112",-96.86102041,-103.032449,-103.9014286,-97.18020408,-96.57714286,-97.94408163,-106.5693878,-104.8926531,-102.7218367,-100.2997959,-97.84653061,-105.6065533,-107.19839,-104.7018594,-101.0636508,-99.54346939,-106.6908163,-104.4153061,-104.1471429,-101.5630612,-102.9861224,-109.6716327,-108.2936735,-108.3526531,-104.2410204,-101.264898,-109.2289796,-107.1128571,-106.2820408,-103.535102,-89.47714286,-108.0771429,-103.9542857,-110.1942857,-103.0371429,NA,NA,NA,NA,NA
"113",-98.84530612,-93.84265306,-95.58877551,-98.13387755,-92.81163265,-93.17274376,-89.61984127,-90.85399093,-94.79594104,-89.02732426,-103.7708163,-99.18795918,-96.0577551,-97.63693878,-91.36469388,-102.6220408,-102.555102,-101.24,-101.0016327,-95.79489796,-111.4941043,-107.3095465,-105.3873016,-104.5444671,-99.5745805,-109.6944898,-106.8334694,-105.9081633,-106.1159184,-102.1822449,-115.1371429,-111.1314286,-108.8942857,-107.9457143,-103.8428571,NA,NA,NA,NA,NA
"114",-107.9520408,-105.3061224,-107.5291837,-109.8997959,-112.8930612,-101.2834694,-100.7102041,-101.4812245,-102.8002041,-106.6585714,-96.06408163,-99.54571429,-99.74469388,-95.41469388,-101.8406122,-102.6038776,-101.6123129,-102.8955102,-102.885941,-106.54,-105.4404082,-104.3155102,-105.7704082,-107.3663265,-110.4861224,-109.0753061,-107.1571429,-108.9393878,-111.1446939,-114.0240816,-108.6588095,-107.4638776,-108.1147143,-110.4465816,-115.0671429,NA,NA,NA,NA,NA
"115",-97.59163265,-99.53877551,-96.84163265,-97.4122449,-97.77591837,-103.0291837,-104.7059184,-99.82673469,-100.6381633,-101.8704082,-97.6,-98.60469388,-96.92877551,-97.43367347,-96.9577551,-104.8781633,-106.405102,-99.77183673,-102.8522449,-102.2265306,-92.8644898,-95.31469388,-96.47122449,-92.73795918,-94.07020408,-91.54693878,-93.42938776,-93.22183673,-92.74836735,-92.88408163,-103.7507937,-102.9828571,-95.52028571,-100.9876385,-99.59714286,NA,NA,NA,NA,NA
"116",NA,-94.44015873,-92.93206349,-94.61303855,-93.80628118,NA,-97.29326531,-98.86714286,-107.4869388,-100.2167347,NA,-101.812449,-100.8861224,-108.8710204,-102.5863265,NA,-104.9260544,-103.6637642,-111.8397506,-105.2981406,NA,-105.7614286,-104.4873469,-111.465102,-105.1657143,NA,-107.4487755,-105.8806122,-113.2602041,-106.4312245,NA,-106.1295918,-105.4667347,-111.2095918,-102.2188095,NA,NA,NA,NA,NA
"117",-102.9771429,-99.10408163,-101.9642857,-99.12612245,-100.3644898,-105.7822449,-105.8555102,-105.802449,-105.0246939,-105.5083673,-104.0304082,-100.0420408,-99.09040816,-101.6530612,-98.73714286,-107.1311111,-106.1088662,-104.3385714,-105.222449,-105.1931973,-101.4012245,-97.86142857,-100.4122449,-97.70591837,-96.84612245,-104.8856689,-94.65712018,-95.70619048,-95.68172336,-94.79687075,-106.6662698,-105.037619,-101.0189286,-104.6957143,-101.7942857,NA,NA,NA,NA,NA
"118",-95.44310658,-97.18646259,NA,-90.31376417,-98.86034014,-99.50836735,-103.3691837,NA,-98.12387755,-105.0467347,-107.6673469,-108.3802041,NA,-100.8332653,-109.7842857,-108.4945125,-110.2023583,NA,-102.6941043,-111.7336054,-107.1473469,-109.4540816,NA,-103.117551,-109.5395918,-112.9571429,-114.1604082,NA,-106.2706122,-114.4757143,NA,-112.1895578,NA,-105.3368027,-112.0197959,NA,NA,NA,NA,NA
"119",NA,-99.28265306,-107.8999773,-110.6282086,-106.0089116,NA,-95.84263039,-96.36408163,-99.99734694,-94.95367347,NA,-99.36244898,-98.74201814,-99.38666667,-96.21301587,NA,-104.0018367,-104.517551,-106.4006122,-102.4253061,NA,-107.1251247,-107.7863265,-109.1306122,-105.8767347,NA,-106.5946429,-110.8127664,-113.7201587,-109.1453061,NA,NA,-102.6685714,-100.8314286,-100.9942857,NA,NA,NA,NA,NA
"120",-103.31,-96.91018141,-98.7192517,-88.04709751,-95.70879819,-93.67346939,-92.77306122,-94.74673469,-91.88959184,-92.16653061,-94.66630385,-89.419161,-89.61047619,-89.53122449,-87.74857143,-101.3514286,-94.19204082,-96.64081633,-95.73836735,-92.52081633,-105.8191837,-99.68714286,-104.0497959,-102.3330612,-98.37020408,-109.2581633,-103.2499546,-108.253356,-106.1930159,-102.0092744,-109.7292857,-103.0504762,-105.9673016,-104.4234694,-100.9957143,NA,NA,NA,-115.8785714,NA
"121",-102.5872109,-102.1138549,-100.8122902,-94.56353741,-100.4188209,-92.34408163,-95.05183673,-89.03653061,-92.37877551,-95.07306122,-92.6355102,-92.59571429,-85.02020408,-90.96653061,-95.25244898,-103.0304082,-100.36,-96.10142857,-93.68795918,-98.49367347,-108.7059184,-104.1502041,-103.9108163,-96.6944898,-99.6955102,-110.8361224,-107.212449,-107.615102,-98.91714286,-102.664898,-104.0257143,-101.6010714,-99.50928571,-94.13535714,-97.83607143,NA,NA,NA,NA,NA
"122",-106.7180726,-92.37927438,-98.31641723,-95.37247166,-94.61054422,-91.96285714,-93.79163265,-92.42510204,-90.43591837,-90.10122449,-90.13034014,-91.67961451,-93.00619048,-86.96535147,-85.46575964,-102.4228571,-95.33918367,-101.0893878,-94.48918367,-92.50653061,-106.209161,-103.6216327,-109.1806122,-100.932449,-99.62346939,-110.902449,-105.6461678,-113.2797052,-103.6278523,-103.1289342,-106.4816327,-103.8653061,-109.4604082,NA,-100.9710714,NA,-110.3571429,-100.4702381,NA,NA
"123",-101.1572789,-112.800839,-106.3613379,-106.7163719,-110.7428571,-104.1169388,-116.9073469,-109.9795918,-108.954898,-115.1520408,-104.1820408,-111.0563265,-107.0797959,-106.2014286,-109.5836735,-107.4787755,-115.6334694,-112.1579592,-112.3440816,-113.7118367,-108.3722222,-116.2618594,-112.0046712,-111.1210431,-117.2451247,-109.1368707,-114.9796372,-111.8060091,-109.748254,-117.9233968,-110.042619,-114.64,-111.0557143,-113.6114286,NA,NA,NA,NA,NA,NA
"124",-107.3194785,-101.4983447,-103.4969161,-103.1315193,-104.9997279,-96.7144898,-93.02979592,-96.0177551,-93.91673469,-92.31938776,-91.55040816,-90.90571429,-91.79061224,-89.99265306,-87.07346939,-103.9016327,-99.64530612,-101.8873469,-102.262449,-102.1861224,-110.0222449,-103.5595238,-105.8243311,-106.952449,-107.1954649,-112.032449,-105.5134694,-109.1632653,-109.6589796,-109.8379592,-99.43047619,-94.89952381,-99.13095238,-97.72809524,-96.94809524,NA,NA,NA,NA,NA
"125",-100.8216327,-99.0839229,-101.7093424,-101.4373923,-98.43968254,-100.78,-100.1473469,-102.2553061,-102.9261224,-99.70040816,-103.305102,-102.2191837,-105.0618367,-105.8367347,-102.5359184,-104.5861224,-103.4455102,-106.0887755,-107.695102,-103.6273469,-106.3182086,-104.1029252,-106.3762358,-108.7498639,-103.4182313,-107.3488889,-104.6570635,-107.1580952,-110.1009524,-105.110381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",-97.10591837,-101.8230612,-93.4122449,-98.93530612,-101.8604082,-95.39573696,-98.58376417,-92.4070068,-96.58845805,-99.85276644,-97.90428571,-101.9297959,-94.30938776,-99.11244898,-102.2087755,-91.27285714,-91.21408163,-86.81714286,-90.84102041,-96.04653061,-89.1592517,-88.94539683,-83.9485034,-89.99188209,-95.48197279,-94.10306122,-100.3514286,-89.36653061,-96.61183673,-100.2222449,-96.15530159,-101.9145238,-92.48968254,-97.42696429,-101.1804762,NA,-83.97857143,NA,NA,NA
"127",-94.58795918,-99.5122449,-91.75102041,-104.1265306,-98.78428571,-94.13716553,-97.64548753,-90.89124717,-100.0565533,-95.86848073,-94.49061224,-99.84489796,-91.91959184,-104.8385714,-98.73,-89.22163265,-93.70102041,-87.0422449,-94.09265306,-91.23244898,-88.23963719,-92.02034014,-86.50555556,-95.66646259,-90.3321542,-92.54795918,-96.84,-90.21285714,-98.72918367,-97.27795918,-93.23134921,-98.47783069,-90.80170068,-101.0610582,-99.65452381,NA,NA,NA,NA,NA
"128",-89.67360544,-101.8239002,-104.6064172,-104.9468481,-95.27671202,-83.12897959,-96.36653061,-95.1222449,-99.13653061,-89.14591837,-80.05857143,-91.87469388,-90.56591837,-96.38285714,-83.28081633,-87.96897959,-100.5602041,-101.2344898,-103.8483673,-92.69489796,-91.41231293,-103.9010884,-106.1254649,-108.0956236,-98.37208617,-93.38387755,-106.5414286,-109.4465306,-110.5857143,-101.5508163,-89.16380952,-98.01047619,-103.7657143,NA,-97.69571429,NA,NA,NA,NA,NA
"129",-108.7597732,-94.49759637,-101.0222676,-104.3647846,-102.2268707,-97.4177551,-87.20122449,-93.37857143,-91.95285714,-94.36591837,-92.68693878,-83.52755102,-89.07387755,-88.10387755,-88.08183673,-103.4379592,-92.14183673,-97.62183673,-98.49938776,-96.56204082,-108.4692063,-100.4240816,-102.9896599,-104.8357143,-103.4707483,-112.795102,-104.9181633,-106.6140816,-108.8579592,-107.0869388,-107.0110159,-100.7078776,-103.1159524,-99.7947619,-103.6478571,NA,NA,NA,NA,NA
"130",-93.75918367,-80.70591837,-98.25163265,-97.85612245,-103.5471429,-89.09231293,-79.35666667,-93.82174603,-93.84582766,-99.79437642,-95.16,-80.44979592,-104.6893878,-98.29530612,-105.6528571,-93.89877551,-81.01938776,-108.9365306,-94.46326531,-109.0132653,-95.26020408,-80.80959184,-111.2144898,-94.6422449,-109.7863265,-95.35938776,-80.58755102,-110.2234694,-92.25979592,-109.1742857,-95.84214286,-80.64,-110.8192857,-89.94928571,-109.83,NA,NA,NA,NA,NA
"131",-93.94539683,-79.3777551,-88.96877551,-80.17108844,-80.5452381,-93.75714286,-79.2822449,-88.6244898,-79.82877551,-80.34244898,-94.15265306,-79.40755102,-89.06061224,-79.95204082,-80.42244898,-96.3877551,-81.08714286,-90.85693878,-82.30897959,-82.55734694,-97.89136054,-82.39562358,-91.92811791,-84.38752834,-83.98002268,-99.71428571,-83.72492063,-93.54777778,-87.08365079,-85.73547619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",-92.01,-90.8955102,-58.08408163,-93.16428571,-86.47795918,-90.9768254,-91.63342404,-58.62505669,-93.46249433,-86.83208617,-96.8777551,-94.17571429,-60.87612245,-96.62632653,-89.87081633,-97.40108844,-94.52469388,-60.92303855,-98.21192744,-89.89433107,-97.42367347,-94.51877551,-60.91918367,-98.23163265,-89.89204082,-97.92612245,-94.0777551,-61.57408163,-98.83755102,-89.98979592,-98.76892857,-94.95714286,-62.79414966,-98.80822751,-90.21642857,NA,-94.50714286,-63.46428571,NA,NA
"133",-101.0038776,-101.9406122,-98.88877551,-104.674898,-105.8826531,-106.3879592,-105.1183673,-102.8477551,-109.9969388,-110.0318367,-104.9240816,-103.8844898,-102.8926531,-105.9032653,-108.4426531,-106.2255102,-107.23,-104.6963265,-111.7402041,-112.0395918,-108.952449,-107.8867347,-106.4542857,-112.65,-113.0183673,-110.4562358,-109.0835601,-108.4462585,-114.710771,-110.4894331,-108.8711905,-109.4619048,-108.017619,-113.4142857,-114.6214286,NA,NA,NA,NA,NA
"134",-102.7967347,-103.0508163,-101.6904082,-102.5620408,-106.1155102,-106.6069841,-106.7962585,-105.1043991,-106.0998186,-111.4689569,-103.9216327,-103.4587755,-101.2191837,-103.0830612,-107.5391837,-108.3742857,-108.8695918,-106.3981633,-107.3881633,-112.837551,-107.7928571,-108.4828571,-106.3906122,-107.3706122,-112.1595918,-107.2056463,-107.9732426,-107.9828571,-108.0300907,-110.2780272,-107.1738095,-105.7642857,-95.19,-107.3619048,-110.0857143,NA,NA,NA,NA,NA
"135",-102.7808163,-105.8332653,-95.36816327,-97.57408163,-98.22081633,-107.684195,-109.3840816,-99.56077098,-102.9318594,-102.3302268,-107.8402041,-110.5240816,-100.0191837,-103.6336735,-103.0932653,-108.3004082,-109.0822449,-100.1502041,-104.2910204,-103.8140816,-110.1028571,-111.6953061,-102.0197959,-107.3597959,-105.0604082,-111.6006803,-114.7310431,-103.4965533,-109.3684807,-106.5372789,-111.2552381,-114.725,-103.1809524,-108.9833333,-106.2109524,NA,NA,NA,NA,NA
"136",-96.07285714,-101.1108163,-103.430102,-100.9263265,-100.1257143,-95.97530612,-102.0469388,-103.29,-101.9734694,-100.7530612,-95.85918367,-102.6195918,-104.1322449,-103.0697959,-101.3255102,-100.88,-104.15,-106.0506122,-105.772449,-102.8530612,-103.2289796,-105.1704082,-106.6416327,-106.9310204,-103.6706122,-109.0781406,-106.1546032,-108.5482313,-108.7255102,-104.5609297,-111.5469388,-106.8071429,-109.0383188,-109.1769388,-105.1923469,NA,-107.63,-110.9869048,NA,NA
"137",-99.8744898,-86.23897959,-98.42142857,-90.99897959,-82.10122449,-98.39673469,-85.67734694,-99.01020408,-91.67510204,-81.76714286,-100.194898,-86.38387755,-99.52,-91.02244898,-82.02693878,-92.80346939,-82.36061224,-92.53979592,-85.39612245,-78.15408163,-90.70163265,-80.52530612,-92.83571429,-83.88163265,-76.68755102,-99.28612245,-85.85673469,-96.74979592,-90.37734694,-81.10612245,-99.30678571,-85.8,-97.11309524,-90.27107143,-80.44820106,NA,NA,NA,NA,NA
"138",-95.89396825,-87.93163265,-92.63510204,-81.92979592,-91.08265306,NA,-88.31770975,-93.53414966,-82.21630385,-92.39306122,NA,-88.80306122,-95.2477551,-82.54326531,-93.13,NA,-88.20285714,-94.82387755,-81.98122449,-92.37040816,NA,-89.06306122,-97.22653061,-82.94020408,-93.82571429,NA,-89.45503401,-97.3823356,-83.48562358,-93.97133787,NA,-90.47582766,-98.77838624,-84.50796296,-94.5875873,NA,NA,NA,NA,NA
"139",-100.0497959,-99.32,-86.55857143,NA,-100.1977551,-103.9222449,-102.0289796,-90.61816327,NA,-105.4304082,-107.064898,-104.2740816,-91.44673469,NA,-108.5357143,-104.6020408,-102.3187755,-91.82653061,NA,-105.8679592,-110.23,-105.8181633,-93.9277551,NA,-108.8461224,-108.1155102,-104.9569388,-94.99081633,NA,-111.8167347,-108.6705754,-106.0988757,-95.97624339,NA,-112.7022222,NA,NA,NA,NA,NA
"140",-106.1734694,-99.90612245,-107.3040816,-103.4493878,-105.5110204,-97.20040816,-91.88959184,-93.7055102,-89.68979592,-95.04530612,-97.35519274,-91.65315193,-92.63977324,-90.54181406,-94.20040816,-103.8365306,-98.81244898,-105.0402041,-100.7689796,-104.1632653,-108.2546939,-102.7814286,-109.222449,-105.7977551,-108.45,-107.8528571,-102.9728571,-108.5614286,-104.7055102,-107.9430612,-102.1564286,-98.34428571,-103.3121429,-97.35642857,-100.9735714,NA,NA,NA,NA,NA
"141",-111.3154082,-108.9230612,-109.0566327,-108.9541837,-109.389898,-113.6532653,-111.0897959,-112.0922449,-111.8879592,-111.7083673,-115.2146939,-112.3995176,-112.957551,-112.5857143,-112.9773469,-115.8059184,-112.7595918,-113.7377551,-114.2734694,-113.5267347,-116.7903855,-108.3764286,-114.1865533,-114.6803175,-113.7192971,-116.3944898,NA,-112.5891837,-114.2083673,-113.0328571,-117.7509524,NA,-115.1128571,-115.9604762,-115,NA,NA,NA,NA,NA
"142",-98.18591837,-91.81367347,-96.26306122,-106.6232653,-91.59172619,-97.71673469,-90.68040816,-95.04122449,-104.722449,-93.2144898,-97.78755102,-92.41122449,-96.59408163,-106.8773469,-92.35857143,-93.39857143,-88.90244898,-92.26693878,-99.57591837,-88.50469388,-90.40510204,-87.27632653,-89.99979592,-97.69183673,-86.6855102,-97.43938776,-91.09755102,-94.60891156,-104.312449,-91.23857143,-100.130119,-91.19178571,-94.90428571,-105.1666667,-90.53928571,NA,NA,NA,NA,NA
"143",-100.1069388,-90.84877551,-87.67244898,-97.92306122,-88.0722449,-100.7628571,-91.87081633,-90.62122449,-96.50530612,-87.43183673,-101.1808163,-92.54795918,-91.16265306,-96.67816327,-88.01408163,-104.1546939,-93.1477551,-92.29612245,-98.40061224,-89.99367347,-104.6632426,-93.18337868,-93.1431746,-97.97408163,-91.44979592,-105.3615079,-93.81063492,-93.975,-98.80031746,-92.68761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",-96.86673469,-96.15530612,-85.03877551,-99.18408163,-96.05333333,-104.105737,-100.4180952,-87.39528345,-105.7381859,-100.595034,-102.9157143,-100.5587755,-88.37857143,-105.1918367,-101.1026531,-103.9485714,-101.6230612,-89.30285714,-106.0638776,-102.0293878,-107.1430612,-104.0032653,-91.34285714,-109.1710204,-104.4193878,-107.2931746,-105.0844218,-92.78,-110.0105669,-105.5405669,-105.6252381,-105.5051429,-92.33380952,-109.0607143,-104.917381,NA,NA,NA,NA,NA
"145",-98.54122449,-104.3993878,-84.97897959,-96.16612245,-107.0544898,-97.55040816,-103.2253061,-82.23081633,-94.10959184,-104.2789796,-95.05489796,-98.93693878,-80.60530612,-92.39489796,-100.7726531,-89.59918367,-90.85040816,-76.31387755,-88.13530612,-94.90562358,-93.29346939,-96.98122449,-78.74,-91.8055102,-98.53428571,-94.67258503,-95.09360544,-78.73653061,-91.8838322,-99.11623583,-92.96,-95.93690476,-77.45173016,-91.04812245,-96.195,NA,NA,NA,NA,NA
"146",-104.3667347,-102.7097959,-102.3097959,-101.1053061,-90.87306122,-92.80244898,-92.63367347,-92.53285714,-93.05408163,-86.77244898,-93.13068027,-91.48195011,-91.35421769,-93.22208617,-84.99097506,-100.1471429,-100.0391837,-99.51653061,-100.7246939,-89.94673469,-106.7375737,-104.7002268,-102.2412245,-103.5019048,-93.92462585,-106.7902041,-104.8842857,-103.1365306,NA,-96.22326531,-93.31857143,-100.6921429,-97.72928571,NA,-95.7331746,NA,NA,NA,NA,-89.35714286
"147",-102.9010204,-111.9528571,-108.1177551,-111.9587755,-106.2226531,-106.2302041,-116.1761224,-111.594898,-115.7322449,-108.3816327,-108.2906122,-115.8628571,-112.9638776,-116.9006122,-109.4008163,-110.1887755,-115.4195918,-114.2916327,-116.8691837,-110.2116327,-111.2109297,-115.3977324,-115.2652608,-117.3793651,-111.01678,-110.3904082,-114.3281633,-114.631746,-115.5010204,-110.1328571,-112.0314286,-117.0192857,NA,-118.8814286,-112.0128571,NA,NA,NA,NA,NA
"148",NA,-95.63653061,-106.1014286,NA,-108.1788776,NA,-96.40959184,-103.9746939,NA,-108.6093878,NA,-97.64,-108.1955102,NA,-112.8293878,NA,-98.28346939,-108.8822449,NA,-113.3914286,NA,-98.9822449,-108.3744898,NA,-111.9591837,NA,-98.70371429,-106.8545714,NA,-110.2117143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",-86.57877551,-92.9255102,-86.53244898,-93.81285714,-88.14510204,-87.37102041,-94.17897959,-87.14938776,-94.26040816,-88.42163265,-89.22346939,-95.87693878,-88.72489796,-95.91632653,-90.15244898,-89.42530612,-95.89693878,-88.63755102,-96.01061224,-89.89204082,-89.42040816,-96.27571429,-88.27530612,-95.83632653,-89.74163265,-90.63895692,-97.85285714,-89.87857143,-96.19575964,-91.16510204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",-97.06285714,-98.06020408,-100.1385714,-86.54,-95.27877551,-97.06959184,-96.09612245,-100.0010204,-86.93265306,-95.16795918,-99.64387755,-99.46367347,-101.197551,-86.02081633,-97.1055102,-94.91122449,-94.58530612,-97.11897959,-84.52918367,-94.05265306,-93.76900227,-90.82555556,-93.77530612,-80.27385488,-91.70240363,-96.80408163,-97.61714286,-100.0828118,-87.48306122,-94.67163265,-97.20612245,-98.855,-100.8466964,-91.21107143,-94.08228571,NA,NA,NA,NA,NA
"151",-84.89908163,-84.54295918,-84.44867347,-82.68489796,-83.84163265,-85.15857143,-85.18102041,-85.25632653,-82.62653061,-84.49,-87.63408163,-87.11265306,-87.42183673,-84.83714286,-86.49387755,-87.61265306,-87.05367347,-86.88142857,-84.13204082,-86.09346939,-87.7655102,-87.37081633,-86.06653061,-83.85938776,-85.74244898,-89.94204082,-89.20897959,-88.33714286,-85.87428571,-87.49816327,-89.95428571,-86.42571429,-87.63571429,-84.82285714,-87.07142857,NA,NA,NA,NA,NA
"152",-88.14979592,-92.45666667,-88.5444898,-90.25959184,-95.96795918,-88.16204082,-92.93040816,-88.17795918,-89.02122449,-94.92530612,-88.30081633,-93.24571429,-88.94693878,-90.79591837,-97.27040816,-85.59387755,-90.6644898,-86.7444898,-88.05346939,-93.24346939,-80.1044898,-87.81387755,-83.16040816,-84.63061224,-88.97061224,-85.09061224,-91.53204082,-85.71204082,-87.60285714,-93.87632653,-87.78971429,-92.13952381,-86.84726531,-87.75375,-92.83388889,NA,NA,NA,NA,NA
"153",-89.93489796,-90.89877551,-67.08897959,-90.94959184,-94.96265306,-86.89734694,-85.60693878,-61.9955102,-86.38755102,-89.37285714,-85.7977551,-84.87061224,-61.23437642,-86.05571429,-86.93040816,-88.59342857,-89.63367347,-65.27428571,-89.15918367,-92.89387755,NA,-89.0760771,-63.57353741,-88.05995465,-92.899161,NA,-89.84816327,-63.96816327,-88.12836735,-93.80816327,NA,-90.04,-64.44,-88.20979592,-94.32949405,NA,NA,NA,NA,NA
"154",-92.42438776,-99.09806122,-91.75163265,-87.9072449,-86.27908163,-92.99612245,-100.6120408,-92.15632653,-90.7022449,-86.85183673,-94.27265306,-102.0064564,-93.59400742,-94.11612245,-87.77346939,-95.63040816,-103.6544898,-94.68142857,-97.92142857,-88.68755102,-96.78734694,-104.5816327,-96.0277551,-100.9997959,-89.39530612,-97.70095238,-105.1840816,-96.99428571,-101.8916327,-89.93607143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
