"","hex","MEAN_STD"
"92","hex_92",-2.09451912035476
"93","hex_93",0.388644155860299
"94","hex_94",-0.252450637979115
"95","hex_95",-1.17793504937157
"96","hex_96",0.0655636043147262
"97","hex_97",-0.771194071781216
"98","hex_98",-1.1279973262749
"99","hex_99",0.743679756812909
"100","hex_100",-0.85395505434107
"101","hex_101",-0.172593015077282
"102","hex_102",-0.242972952338433
"103","hex_103",-0.186809910079549
"104","hex_104",-0.489553404191171
"105","hex_105",-0.446433740220391
"106","hex_106",0.464790133397867
"107","hex_107",-0.277271916595413
"108","hex_108",0.378074682998723
"109","hex_109",-0.438009551505395
"110","hex_110",-0.0987844412744425
"111","hex_111",1.23068070480997
"112","hex_112",0.985723785946256
"113","hex_113",0.763471234118511
"114","hex_114",-0.496410991298065
"115","hex_115",-1.24558658355334
"116","hex_116",-0.185243164453764
"117","hex_117",-0.580588768922626
"118","hex_118",0.0545443837225341
"119","hex_119",-0.724734419024965
"120","hex_120",0.0011770451970738
"121","hex_121",-0.979738303770578
"122","hex_122",-0.665015052847885
"123","hex_123",-1.63635954756282
"124","hex_124",-1.82382765152665
"125","hex_125",-0.228070331760371
"126","hex_126",-0.866928813615293
"127","hex_127",0.363871593119999
"128","hex_128",0.90540564322431
"129","hex_129",1.13289728762312
"130","hex_130",0.687718556959987
"131","hex_131",2.07792402681369
"132","hex_132",1.22042529011699
"133","hex_133",0.199417249487238
"134","hex_134",-1.4381119420632
"135","hex_135",1.36165806673156
"136","hex_136",0.202328553940256
"137","hex_137",1.64333939928432
"138","hex_138",2.94072116429555
"139","hex_139",2.65070647054036
"140","hex_140",-0.466592783136339
"141","hex_141",-0.337854060221784
"142","hex_142",0.752240498113172
"143","hex_143",2.49897099329248
"144","hex_144",-0.542585281138195
"145","hex_145",1.8220632433556
"146","hex_146",0.523907077941369
"147","hex_147",-0.901104601606023
"148","hex_148",-0.548225793220497
"149","hex_149",1.29895756701668
"150","hex_150",-1.23274708774123
"151","hex_151",-0.160791879174455
"152","hex_152",-0.155948680383553
"153","hex_153",0.641274599965424
"154","hex_154",-1.55730879834425
"155","hex_155",1.10562774955614
"156","hex_156",-0.866951389740538
"157","hex_157",2.08141589902913
"158","hex_158",0.191905431197699
"159","hex_159",1.50650363194134
"160","hex_160",-0.433851536870429
"161","hex_161",0.486046074538169
"162","hex_162",-0.199802834533911
"163","hex_163",1.84396506806718
"164","hex_164",0.338006803525879
"165","hex_165",2.02524392983962
"166","hex_166",-0.323291798906195
"167","hex_167",1.70113208932811
"168","hex_168",0.316528669089986
"169","hex_169",-0.0671840922590807
"170","hex_170",1.22368816772059
"171","hex_171",0.948054793847234
"172","hex_172",1.93175552492013
"173","hex_173",2.03441864775608
"174","hex_174",1.90576635927336
"175","hex_175",0.136967575515722
"176","hex_176",2.52307580992764
"177","hex_177",0.665531130024714
"178","hex_178",1.9922139346178
"179","hex_179",0.0463584543959985
"180","hex_180",-1.31463179633756
"181","hex_181",-0.844000768710487
"182","hex_182",0.513615899218245
"183","hex_183",-0.803880735345546
"184","hex_184",-0.352134119430383
"185","hex_185",1.16450061336486
"186","hex_186",0.279430698438448
"187","hex_187",0.950223559373062
"188","hex_188",0.102680165158514
"189","hex_189",0.79159750305781
"190","hex_190",2.10958337651667
"191","hex_191",-1.10018107326354
"192","hex_192",0.0888465271969216
"193","hex_193",-1.15719366067038
"194","hex_194",-0.84195112854753
"195","hex_195",-1.06778387441218
"196","hex_196",0.786557174379392
"197","hex_197",-1.39885388484616
"198","hex_198",-0.216799265389798
"199","hex_199",2.09013621516987
"200","hex_200",-0.800014251481725
"201","hex_201",0.297233446397976
"202","hex_202",0.72442434364023
"203","hex_203",0.490614102100361
"204","hex_204",-0.328432150572049
"205","hex_205",0.724539825247456
"206","hex_206",-1.72664038957995
"207","hex_207",-1.10643503353625
